id,Name,TotalVotes,Percentage
742,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
742,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
742,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
742,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
742,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
742,RADNIČKA PARTIJA,0,0
742,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
742,SAVEZ ZA NOVU POLITIKU,0,0
742,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,0,0
744,POKRET ZA DRŽAVU,1,100
744,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
744,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
744,SELJAČKA STRANKA,0,0
744,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
744,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
744,SDS-SRPSKA DEMOKRATSKA STRANKA,0,0
744,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,0,0
744,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
744,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
744,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
744,RADNIČKA PARTIJA,0,0
744,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,0,0
744,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,0,0
744,PNP - POTKOZARSKI NARODNI POKRET,0,0
744,STRANKA ŽIVOT,0,0
744,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
744,NOVO DOBA,0,0
744,OTADŽBINSKA STRANKA,0,0
744,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
744,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
744,SLOBODNA STRANKA SRPSKE,0,0
744,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
744,DEMOKRATSKI SAVEZ-DEMOS,0,0
744,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
744,SRPSKA NAPREDNA STRANKA FBIH,0,0
744,UJEDINJENA SRPSKA,0,0
744,SAVEZ ZA NOVU POLITIKU,0,0
744,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
745,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,57,43.51
745,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,22,16.79
745,PDP - PARTIJA DEMOKRATSKOG PROGRESA,16,12.21
745,SDS-SRPSKA DEMOKRATSKA STRANKA,15,11.45
745,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,10,7.63
745,DEMOKRATSKI SAVEZ-DEMOS,3,2.29
745,DNS-DEMOKRATSKI NARODNI SAVEZ,2,1.53
745,UJEDINJENA SRPSKA,2,1.53
745,SAVEZ ZA DEMOKRATSKU SRPSKU,1,0.76
745,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,1,0.76
745,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,1,0.76
745,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,1,0.76
745,STRANKA ŽIVOT,0,0
745,POKRET ZA DRŽAVU,0,0
745,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
745,NOVO DOBA,0,0
745,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
745,PNP - POTKOZARSKI NARODNI POKRET,0,0
745,OTADŽBINSKA STRANKA,0,0
745,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
745,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
745,SLOBODNA STRANKA SRPSKE,0,0
745,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
745,SAVEZ ZA NOVU POLITIKU,0,0
745,RADNIČKA PARTIJA,0,0
745,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
745,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
745,SELJAČKA STRANKA,0,0
745,SRPSKA NAPREDNA STRANKA FBIH,0,0
746,POKRET ZA DRŽAVU,18,64.29
746,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,5,17.86
746,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,2,7.14
746,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,1,3.57
746,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,1,3.57
746,RADNIČKA PARTIJA,1,3.57
746,SLOBODNA STRANKA SRPSKE,0,0
746,SRPSKA NAPREDNA STRANKA FBIH,0,0
746,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
746,PNP - POTKOZARSKI NARODNI POKRET,0,0
746,NOVO DOBA,0,0
746,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
746,STRANKA ŽIVOT,0,0
746,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
746,OTADŽBINSKA STRANKA,0,0
746,DEMOKRATSKI SAVEZ-DEMOS,0,0
746,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
746,UJEDINJENA SRPSKA,0,0
746,SDS-SRPSKA DEMOKRATSKA STRANKA,0,0
746,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
746,SELJAČKA STRANKA,0,0
746,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
746,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
746,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
746,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
746,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
746,SAVEZ ZA NOVU POLITIKU,0,0
746,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
746,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
747,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,18,25.71
747,PDP - PARTIJA DEMOKRATSKOG PROGRESA,18,25.71
747,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,14,20
747,SDS-SRPSKA DEMOKRATSKA STRANKA,8,11.43
747,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,5,7.14
747,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,3,4.29
747,UJEDINJENA SRPSKA,1,1.43
747,DEMOKRATSKI SAVEZ-DEMOS,1,1.43
747,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,1,1.43
747,DNS-DEMOKRATSKI NARODNI SAVEZ,1,1.43
747,NOVO DOBA,0,0
747,OTADŽBINSKA STRANKA,0,0
747,POKRET ZA DRŽAVU,0,0
747,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
747,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
747,SRPSKA NAPREDNA STRANKA FBIH,0,0
747,PNP - POTKOZARSKI NARODNI POKRET,0,0
747,STRANKA ŽIVOT,0,0
747,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
747,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
747,SLOBODNA STRANKA SRPSKE,0,0
747,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
747,SELJAČKA STRANKA,0,0
747,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
747,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
747,SAVEZ ZA NOVU POLITIKU,0,0
747,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
747,RADNIČKA PARTIJA,0,0
747,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
748,POKRET ZA DRŽAVU,8,40
748,UJEDINJENA SRPSKA,5,25
748,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,5,25
748,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,1,5
748,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,1,5
748,SLOBODNA STRANKA SRPSKE,0,0
748,SRPSKA NAPREDNA STRANKA FBIH,0,0
748,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
748,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
748,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
748,NOVO DOBA,0,0
748,STRANKA ŽIVOT,0,0
748,PNP - POTKOZARSKI NARODNI POKRET,0,0
748,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
748,OTADŽBINSKA STRANKA,0,0
748,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,0,0
748,DEMOKRATSKI SAVEZ-DEMOS,0,0
748,SAVEZ ZA NOVU POLITIKU,0,0
748,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
748,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
748,SELJAČKA STRANKA,0,0
748,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
748,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
748,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
748,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
748,RADNIČKA PARTIJA,0,0
748,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
748,SDS-SRPSKA DEMOKRATSKA STRANKA,0,0
748,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
749,POKRET ZA DRŽAVU,9,100
749,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,0,0
749,DEMOKRATSKI SAVEZ-DEMOS,0,0
749,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
749,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
749,SLOBODNA STRANKA SRPSKE,0,0
749,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
749,SRPSKA NAPREDNA STRANKA FBIH,0,0
749,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
749,STRANKA ŽIVOT,0,0
749,PNP - POTKOZARSKI NARODNI POKRET,0,0
749,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,0,0
749,NOVO DOBA,0,0
749,UJEDINJENA SRPSKA,0,0
749,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
749,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
749,OTADŽBINSKA STRANKA,0,0
749,SDS-SRPSKA DEMOKRATSKA STRANKA,0,0
749,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
749,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
749,SAVEZ ZA NOVU POLITIKU,0,0
749,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
749,SELJAČKA STRANKA,0,0
749,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
749,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
749,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,0,0
749,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
749,RADNIČKA PARTIJA,0,0
749,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
750,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,117,34.21
750,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,64,18.71
750,SDS-SRPSKA DEMOKRATSKA STRANKA,49,14.33
750,UJEDINJENA SRPSKA,31,9.06
750,PDP - PARTIJA DEMOKRATSKOG PROGRESA,28,8.19
750,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,16,4.68
750,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,9,2.63
750,DNS-DEMOKRATSKI NARODNI SAVEZ,8,2.34
750,POKRET ZA DRŽAVU,7,2.05
750,DEMOKRATSKI SAVEZ-DEMOS,6,1.75
750,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,5,1.46
750,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",1,0.29
750,NAŠA PRIČA REPUBLIKA SRPSKA,1,0.29
750,SELJAČKA STRANKA,0,0
750,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
750,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
750,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
750,SAVEZ ZA NOVU POLITIKU,0,0
750,RADNIČKA PARTIJA,0,0
750,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
750,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
750,STRANKA ŽIVOT,0,0
750,SRPSKA NAPREDNA STRANKA FBIH,0,0
750,NOVO DOBA,0,0
750,SLOBODNA STRANKA SRPSKE,0,0
750,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
750,OTADŽBINSKA STRANKA,0,0
750,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
750,PNP - POTKOZARSKI NARODNI POKRET,0,0
751,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,14,22.22
751,SDS-SRPSKA DEMOKRATSKA STRANKA,11,17.46
751,PDP - PARTIJA DEMOKRATSKOG PROGRESA,8,12.7
751,POKRET ZA DRŽAVU,7,11.11
751,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,6,9.52
751,UJEDINJENA SRPSKA,4,6.35
751,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,3,4.76
751,DNS-DEMOKRATSKI NARODNI SAVEZ,3,4.76
751,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,3,4.76
751,DEMOKRATSKI SAVEZ-DEMOS,3,4.76
751,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,1,1.59
751,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
751,PNP - POTKOZARSKI NARODNI POKRET,0,0
751,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
751,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
751,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
751,SELJAČKA STRANKA,0,0
751,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
751,STRANKA ŽIVOT,0,0
751,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
751,RADNIČKA PARTIJA,0,0
751,SAVEZ ZA NOVU POLITIKU,0,0
751,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
751,SLOBODNA STRANKA SRPSKE,0,0
751,SRPSKA NAPREDNA STRANKA FBIH,0,0
751,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
751,OTADŽBINSKA STRANKA,0,0
751,NOVO DOBA,0,0
751,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
752,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
752,STRANKA ŽIVOT,0,0
752,PNP - POTKOZARSKI NARODNI POKRET,0,0
752,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
752,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,0,0
752,POKRET ZA DRŽAVU,0,0
752,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,0,0
752,NOVO DOBA,0,0
752,OTADŽBINSKA STRANKA,0,0
752,SELJAČKA STRANKA,0,0
752,RADNIČKA PARTIJA,0,0
752,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
752,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
752,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,0,0
752,SDS-SRPSKA DEMOKRATSKA STRANKA,0,0
752,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
752,DNS-DEMOKRATSKI NARODNI SAVEZ,0,0
752,PDP - PARTIJA DEMOKRATSKOG PROGRESA,0,0
752,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
752,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
752,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,0,0
752,SRPSKA NAPREDNA STRANKA FBIH,0,0
752,SLOBODNA STRANKA SRPSKE,0,0
752,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,0,0
752,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
752,DEMOKRATSKI SAVEZ-DEMOS,0,0
752,UJEDINJENA SRPSKA,0,0
752,SAVEZ ZA NOVU POLITIKU,0,0
752,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
753,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,131,35.31
753,SDS-SRPSKA DEMOKRATSKA STRANKA,71,19.14
753,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,51,13.75
753,DNS-DEMOKRATSKI NARODNI SAVEZ,33,8.89
753,PDP - PARTIJA DEMOKRATSKOG PROGRESA,29,7.82
753,UJEDINJENA SRPSKA,24,6.47
753,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,14,3.77
753,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,9,2.43
753,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,8,2.16
753,DEMOKRATSKI SAVEZ-DEMOS,1,0.27
753,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
753,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
753,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
753,SELJAČKA STRANKA,0,0
753,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
753,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
753,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
753,RADNIČKA PARTIJA,0,0
753,SRPSKA NAPREDNA STRANKA FBIH,0,0
753,SAVEZ ZA NOVU POLITIKU,0,0
753,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
753,POKRET ZA DRŽAVU,0,0
753,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
753,PNP - POTKOZARSKI NARODNI POKRET,0,0
753,STRANKA ŽIVOT,0,0
753,SLOBODNA STRANKA SRPSKE,0,0
753,NOVO DOBA,0,0
753,OTADŽBINSKA STRANKA,0,0
753,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
754,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,151,37.94
754,SDS-SRPSKA DEMOKRATSKA STRANKA,61,15.33
754,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,45,11.31
754,PDP - PARTIJA DEMOKRATSKOG PROGRESA,40,10.05
754,DNS-DEMOKRATSKI NARODNI SAVEZ,32,8.04
754,UJEDINJENA SRPSKA,21,5.28
754,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,13,3.27
754,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,13,3.27
754,DEMOKRATSKI SAVEZ-DEMOS,9,2.26
754,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,7,1.76
754,STRANKA ŽIVOT,3,0.75
754,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",1,0.25
754,PNP - POTKOZARSKI NARODNI POKRET,1,0.25
754,NAŠA PRIČA REPUBLIKA SRPSKA,1,0.25
754,POKRET ZA DRŽAVU,0,0
754,OTADŽBINSKA STRANKA,0,0
754,NOVO DOBA,0,0
754,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
754,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
754,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
754,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
754,RADNIČKA PARTIJA,0,0
754,SELJAČKA STRANKA,0,0
754,SAVEZ ZA NOVU POLITIKU,0,0
754,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
754,SLOBODNA STRANKA SRPSKE,0,0
754,SRPSKA NAPREDNA STRANKA FBIH,0,0
754,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
754,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
755,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,33,30.84
755,SDS-SRPSKA DEMOKRATSKA STRANKA,20,18.69
755,PDP - PARTIJA DEMOKRATSKOG PROGRESA,14,13.08
755,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,11,10.28
755,UJEDINJENA SRPSKA,9,8.41
755,DNS-DEMOKRATSKI NARODNI SAVEZ,7,6.54
755,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,4,3.74
755,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,4,3.74
755,DEMOKRATSKI SAVEZ-DEMOS,2,1.87
755,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,2,1.87
755,NAŠA PRIČA REPUBLIKA SRPSKA,1,0.93
755,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
755,POKRET ZA DRŽAVU,0,0
755,PNP - POTKOZARSKI NARODNI POKRET,0,0
755,STRANKA ŽIVOT,0,0
755,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
755,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
755,SELJAČKA STRANKA,0,0
755,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
755,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
755,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
755,RADNIČKA PARTIJA,0,0
755,SAVEZ ZA NOVU POLITIKU,0,0
755,SLOBODNA STRANKA SRPSKE,0,0
755,SRPSKA NAPREDNA STRANKA FBIH,0,0
755,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
755,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
755,OTADŽBINSKA STRANKA,0,0
755,NOVO DOBA,0,0
756,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,135,41.16
756,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,53,16.16
756,SDS-SRPSKA DEMOKRATSKA STRANKA,37,11.28
756,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,29,8.84
756,PDP - PARTIJA DEMOKRATSKOG PROGRESA,26,7.93
756,UJEDINJENA SRPSKA,21,6.4
756,DNS-DEMOKRATSKI NARODNI SAVEZ,12,3.66
756,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,7,2.13
756,DEMOKRATSKI SAVEZ-DEMOS,3,0.91
756,NAŠA PRIČA REPUBLIKA SRPSKA,2,0.61
756,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,2,0.61
756,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",1,0.3
756,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
756,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
756,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
756,SELJAČKA STRANKA,0,0
756,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
756,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
756,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
756,RADNIČKA PARTIJA,0,0
756,SAVEZ ZA NOVU POLITIKU,0,0
756,NOVO DOBA,0,0
756,STRANKA ŽIVOT,0,0
756,PNP - POTKOZARSKI NARODNI POKRET,0,0
756,OTADŽBINSKA STRANKA,0,0
756,SLOBODNA STRANKA SRPSKE,0,0
756,POKRET ZA DRŽAVU,0,0
756,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
756,SRPSKA NAPREDNA STRANKA FBIH,0,0
757,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,146,42.82
757,SDS-SRPSKA DEMOKRATSKA STRANKA,56,16.42
757,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,51,14.96
757,PDP - PARTIJA DEMOKRATSKOG PROGRESA,33,9.68
757,UJEDINJENA SRPSKA,25,7.33
757,SPS - SOCIJALISTIČKA PARTIJA SRPSKE - GORAN SELAK,9,2.64
757,NARODNA PARTIJA SRPSKE-DARKO BANJAC-PUS-PRVA SDS,8,2.35
757,ZA PRAVDU I RED - LISTA NEBOJŠE VUKANOVIĆA,6,1.76
757,DEMOKRATSKI SAVEZ-DEMOS,3,0.88
757,DNS-DEMOKRATSKI NARODNI SAVEZ,3,0.88
757,PNP - POTKOZARSKI NARODNI POKRET,1,0.29
757,"HDZ BIH,HSS,HSP BIH,HKDU,HSPAS ,HDU,HSP HB,HRAST,HNP",0,0
757,POKRET ZA DRŽAVU,0,0
757,REPUBLIČKA STRANKA SRPSKE-RSS,0,0
757,RADNIČKA PARTIJA,0,0
757,PARTIJA UJEDINJENIH PENZIONERA (PUP),0,0
757,STRANKA ŽIVOT,0,0
757,SAVEZ ZA NOVU POLITIKU,0,0
757,SELJAČKA STRANKA,0,0
757,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0,0
757,SAVEZ ZA DEMOKRATSKU SRPSKU,0,0
757,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ,0,0
757,SLOBODNA STRANKA SRPSKE,0,0
757,SRPSKA NAPREDNA STRANKA FBIH,0,0
757,DEMOKRATSKI CENTAR REPUBLIKE SRPSKE - DCRS,0,0
757,OTADŽBINSKA STRANKA,0,0
757,NOVO DOBA,0,0
757,NAŠA PRIČA REPUBLIKA SRPSKA,0,0
757,EKOLOŠKA PARTIJA REPUBLIKE SRPSKE,0,0
758,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,26,32.91
758,POKRET ZA DRŽAVU,12,15.19
758,SOCIJALISTIČKA PARTIJA PETAR ĐOKIĆ-NDP-SNP,11,13.92
758,PDP - PARTIJA DEMOKRATSKOG PROGRESA,11,13.92
758,SDS-SRPSKA DEMOKRATSKA STRANKA,10,12.66
758,DNS-DEMOKRATSKI NARODNI SAVEZ,2,2.53
